configuration_name,question_id,question,gold_answer,predicted_answer,correct,similarity,retrieved_source_articles
best_reranked_sentence_512_overlap_0,q32,Explain how RAG systems can still produce incorrect information even when retrieving factually correct sources. Provide an example.,"RAG systems may retrieve factually correct but misleading sources, leading to errors in interpretation. For example, an AI-generated response stated 'The United States has had one Muslim president, Barack Hussein Obama' after retrieving content from an academic book rhetorically titled 'Barack Hussein Obama: America's First Muslim President?' -- the LLM did not understand the rhetorical context of the title, generating a false statement.",I don't know,0,0.0045662100456621,"['Retrieval-augmented generation', 'Retrieval-augmented generation', 'Retrieval-augmented generation', 'Prompt engineering', 'Retrieval-augmented generation']"
best_reranked_sentence_512_overlap_0,q33,"What trade-off exists between BERT's bidirectional training advantage and its ability to generate text, and how does this relate to its architecture?","BERT's bidirectional training allows it to learn context from both left and right sides simultaneously, giving deep contextual understanding. However, because it uses an encoder-only architecture without a decoder, BERT cannot be easily prompted and cannot generate text. Bidirectional models do not work effectively without the right side context, making them difficult to prompt. Naive attempts to use BERT for generation by masking out many tokens leads to dataset shift and degraded performance.",I don't know,0,0.007952286282306162,"['BERT (language model)', 'BERT (language model)', 'BERT (language model)', 'BERT (language model)', 'BERT (language model)']"
best_reranked_sentence_512_overlap_0,q34,"How might competitive dynamics between AI developers lead to safety risks, and what analogy has been drawn to historical geopolitical conflicts?","Some scholars have compared AI race dynamics to the cold war. In a 'race to the bottom' scenario, countries or companies race to build more capable AI systems and neglect safety, leading to catastrophic accidents. Allan Dafoe emphasized that if actors are competing with large returns to first-movers, they will be pressured to choose a sub-optimal level of caution. This is considered a structural or systemic risk factor rather than a simple misuse or accident.",I don't know,0,0.004291845493562232,"['AI safety', 'AI safety', 'AI safety', 'AI safety', 'AI safety']"
best_reranked_sentence_512_overlap_0,q35,How does the concept of 'model collapse' relate to the use of AI-generated content for training new AI models?,"If AI-generated content is included in new data crawls from the Internet for additional training of AI models, defects in the resulting models may occur. Training an AI model exclusively on the output of another AI model produces a lower-quality model. Repeating this process leads to progressive degradation and eventually results in 'model collapse' after multiple iterations.",I don't know,0,0.010416666666666666,"['Generative AI', 'Generative AI', 'Machine learning', 'Prompt engineering', 'AI safety']"
best_reranked_sentence_512_overlap_0,q36,"Explain the relationship between fine-tuning, transfer learning, and catastrophic forgetting in the context of adapting pre-trained models.","Fine-tuning is a form of transfer learning where a pre-trained model is adapted to a new task through additional training. However, fine-tuning can degrade a model's robustness to distribution shifts. One mitigation is to linearly interpolate fine-tuned model weights with the original model weights, which can increase out-of-distribution performance while retaining in-distribution performance. The frozen layers approach preserves lower-level features while adapting higher-level ones.",I don't know,0,0.004048582995951417,"['Fine-tuning (deep learning)', 'Transfer learning', 'Prompt engineering', 'Fine-tuning (deep learning)', 'Fine-tuning (deep learning)']"
best_reranked_sentence_512_overlap_0,q37,Why did the shift from symbolic NLP approaches to statistical and neural network methods represent a fundamental change in how language processing systems handle ambiguity and errors?,"Symbolic NLP relied on hand-written rules that needed to handle both rare and common cases equally, were costly to produce, and could not handle unfamiliar or erroneous input well. Statistical and neural network methods focus on the most common patterns from data, are more robust to unfamiliar and erroneous input, and improve with more data -- in contrast to rule-based systems that gain accuracy only by increasing rule complexity, leading to intractability. The statistical revolution was also driven by increased computational power and a decline in the dominance of Chomskyan linguistic theories.",I don't know,0,0.003316749585406302,"['Natural language processing', 'Natural language processing', 'Natural language processing', 'Natural language processing', 'Machine learning']"
best_reranked_sentence_512_overlap_0,q38,"How do adversarial examples pose a threat to AI safety, and how does the problem extend beyond image classification to reward models used in training language models?","Adversarial examples are inputs intentionally designed to cause models to make mistakes, such as imperceptible perturbations to images causing misclassification. The threat extends to reward models: if a language model is trained for long enough to maximize a reward model's score, it will leverage the reward model's vulnerabilities to achieve higher scores while performing worse on the intended task. Any AI system used to evaluate another AI system must be adversarially robust, including monitoring tools that could be tampered with.",I don't know,0,0.003683241252302026,"['AI safety', 'AI safety', 'Large language model', 'Machine learning', 'AI safety']"
best_reranked_sentence_512_overlap_0,q39,"What evidence suggests that CNNs process visual information in a hierarchical manner similar to biological visual systems, and what inspired this architectural design?","In CNNs, earlier layers capture lower-level features while later layers discern high-level features. For image processing, lower layers typically identify simple local patterns such as edges and curves, with subsequent layers detecting more complex patterns like textures, and eventually whole objects. This hierarchical processing was inspired by biological neuroscience, specifically the primary visual cortex. The Neocognitron, developed in the 1970s by Kunihiko Fukushima, was an early example of computer vision taking direct inspiration from neurobiology.",I don't know,0,0.0071174377224199285,"['Convolutional neural network', 'Convolutional neural network', 'Convolutional neural network', 'Convolutional neural network', 'Convolutional neural network']"
best_reranked_sentence_512_overlap_0,q40,"How do the concepts of in-context learning, few-shot prompting, and prompt sensitivity interact to affect the reliability of large language models?","In-context learning is a temporary, emergent ability of large language models that allows them to learn from examples provided in the prompt, scaling differently in larger models. Few-shot prompting provides examples in the prompt for the model to learn from. However, LLMs are highly sensitive to prompt formatting, structure, and linguistic properties -- with accuracy shifts of more than 40 percent from simply reordering examples, and up to 76 accuracy points across formatting changes. This sensitivity persists even with larger model sizes, additional examples, or instruction tuning, making prompt engineering unreliable without careful evaluation.",I don't know,0,0.009216589861751152,"['Prompt engineering', 'Prompt engineering', 'Prompt engineering', 'Prompt engineering', 'Prompt engineering']"
weaker_bi_encoder_fixed_1024_overlap_0,q01,In what year was artificial intelligence founded as an academic discipline?,"Artificial intelligence was founded as an academic discipline in 1956, at a workshop at Dartmouth College.",I don't know,0,0.15517241379310345,"['Artificial intelligence', 'Artificial intelligence', 'Artificial intelligence', 'Artificial intelligence', 'Artificial intelligence']"
weaker_bi_encoder_fixed_1024_overlap_0,q02,Who coined the term 'machine learning' and in what year?,"The term machine learning was coined in 1959 by Arthur Samuel, an IBM employee and pioneer in the field of computer gaming and artificial intelligence.",I don't know,0,0.11180124223602485,"['Machine learning', 'Machine learning', 'Machine learning', 'Artificial intelligence', 'Machine learning']"
weaker_bi_encoder_fixed_1024_overlap_0,q03,What does the adjective 'deep' refer to in deep learning?,The adjective 'deep' refers to the use of multiple layers (ranging from three to several hundred or thousands) in the network.,I don't know,0,0.13533834586466165,"['Deep learning', 'Deep learning', 'Deep learning', 'Deep learning', 'Deep learning']"
weaker_bi_encoder_fixed_1024_overlap_0,q04,What is an artificial neuron's output computed by?,"The output of each neuron is computed by some non-linear function of the totality of its inputs, called the activation function.",I don't know,0,0.11594202898550725,"['Machine learning', 'Neural network (machine learning)', 'Neural network (machine learning)', 'Deep learning', 'Backpropagation']"
weaker_bi_encoder_fixed_1024_overlap_0,q05,What is backpropagation an efficient application of?,Backpropagation is an efficient application of the chain rule to neural networks.,I don't know,0,0.15217391304347827,"['Backpropagation', 'Backpropagation', 'Backpropagation', 'Deep learning', 'Backpropagation']"
weaker_bi_encoder_fixed_1024_overlap_0,q06,What was the name of the simulation of Rogerian psychotherapy developed in the 1960s for natural language processing?,"ELIZA, a simulation of Rogerian psychotherapy, was written by Joseph Weizenbaum between 1964 and 1966.",I don't know,0,0.18018018018018017,"['Natural language processing', 'Large language model', 'Neural network (machine learning)', 'Natural language processing', 'Natural language processing']"
weaker_bi_encoder_fixed_1024_overlap_0,q07,What was the title of the 2017 paper that proposed the original transformer architecture?,The original transformer architecture was proposed in the 2017 paper 'Attention Is All You Need' by Ashish Vaswani and colleagues at Google.,I don't know,0,0.12080536912751678,"['Transformer (deep learning)', 'Large language model', 'Neural network (machine learning)', 'Transformer (deep learning)', 'Transformer (deep learning)']"
weaker_bi_encoder_fixed_1024_overlap_0,q08,What two tasks was BERT pre-trained on simultaneously?,BERT was pre-trained simultaneously on masked language modeling (MLM) and next sentence prediction (NSP).,I don't know,0,0.16071428571428573,"['BERT (language model)', 'BERT (language model)', 'BERT (language model)', 'BERT (language model)', 'BERT (language model)']"
weaker_bi_encoder_fixed_1024_overlap_0,q09,On what date was GPT-4 released?,"GPT-4 was released on March 14, 2023.",I don't know,0,0.2553191489361702,"['GPT-4', 'GPT-4', 'GPT-4', 'GPT-4', 'GPT-4']"
weaker_bi_encoder_fixed_1024_overlap_0,q10,What does RAG stand for in the context of language models?,"RAG stands for Retrieval-Augmented Generation, a technique that enables large language models to retrieve and incorporate new information from external data sources.",I don't know,0,0.12571428571428572,"['Retrieval-augmented generation', 'Retrieval-augmented generation', 'Prompt engineering', 'Retrieval-augmented generation', 'Retrieval-augmented generation']"
weaker_bi_encoder_fixed_1024_overlap_0,q11,Who created Word2vec and in what year?,"In 2013, a team at Google led by Tomas Mikolov created Word2vec, a word embedding toolkit that can train vector space models faster than previous approaches.",I don't know,0,0.12048192771084337,"['Word embedding', 'Natural language processing', 'Natural language processing', 'Natural language processing', 'Generative AI']"
weaker_bi_encoder_fixed_1024_overlap_0,q12,What is chain-of-thought prompting?,Chain-of-thought (CoT) prompting is a technique that allows large language models to solve a problem as a series of intermediate steps before giving a final answer.,I don't know,0,0.09248554913294797,"['Large language model', 'Prompt engineering', 'Prompt engineering', 'Large language model', 'Prompt engineering']"
weaker_bi_encoder_fixed_1024_overlap_0,q13,"What are CNNs also known as, due to their shared-weight architecture?","CNNs are also known as shift invariant or space invariant artificial neural networks, based on the shared-weight architecture of the convolution kernels or filters.",I don't know,0,0.08045977011494253,"['Convolutional neural network', 'Convolutional neural network', 'Convolutional neural network', 'Convolutional neural network', 'Convolutional neural network']"
weaker_bi_encoder_fixed_1024_overlap_0,q14,What problem do traditional RNNs suffer from that limits their ability to learn long-range dependencies?,"Traditional RNNs suffer from the vanishing gradient problem, which limits their ability to learn long-range dependencies.",I don't know,0,0.07633587786259542,"['Recurrent neural network', 'Recurrent neural network', 'Transformer (deep learning)', 'Recurrent neural network', 'Transformer (deep learning)']"
weaker_bi_encoder_fixed_1024_overlap_0,q15,"When was ChatGPT publicly released, triggering the popularization of generative AI?","ChatGPT was publicly released in November 2022, popularizing generative AI for general-purpose text-based tasks.",I don't know,0,0.13114754098360656,"['Generative AI', 'Artificial intelligence', 'Generative AI', 'Generative AI', 'Generative AI']"
weaker_bi_encoder_fixed_1024_overlap_0,q16,"How many parameters does BERT-BASE have, and what datasets was it trained on?","BERT-BASE has 110 million parameters. Both BERT-BASE and BERT-LARGE were trained on the Toronto BookCorpus (800M words) and English Wikipedia (2,500M words).",I don't know,0,0.13496932515337423,"['BERT (language model)', 'BERT (language model)', 'BERT (language model)', 'BERT (language model)', 'BERT (language model)']"
weaker_bi_encoder_fixed_1024_overlap_0,q17,What technique allows efficient fine-tuning of models by adding low-rank matrices to the original model weights?,"Low-rank adaptation (LoRA) is an adapter-based technique that adds low-rank matrices to a base model for efficient fine-tuning, allowing performance that approaches full-model fine-tuning with lower space requirements.",I don't know,0,0.008849557522123894,"['Fine-tuning (deep learning)', 'Fine-tuning (deep learning)', 'Fine-tuning (deep learning)', 'Fine-tuning (deep learning)', 'Large language model']"
weaker_bi_encoder_fixed_1024_overlap_0,q18,What are the three main types of chunking strategies used in RAG systems?,"The three types are: (1) fixed length with overlap, (2) syntax-based chunks that break documents into sentences, and (3) file format-based chunking that respects natural document structure like functions in code or tables in HTML.",I don't know,0,0.008620689655172414,"['Retrieval-augmented generation', 'Retrieval-augmented generation', 'Retrieval-augmented generation', 'Retrieval-augmented generation', 'Retrieval-augmented generation']"
weaker_bi_encoder_fixed_1024_overlap_0,q19,What was the estimated cost of training GPT-4 according to Sam Altman?,Sam Altman stated that the cost of training GPT-4 was more than $100 million.,I don't know,0,0.09195402298850575,"['GPT-4', 'GPT-4', 'GPT-4', 'GPT-4', 'GPT-4']"
weaker_bi_encoder_fixed_1024_overlap_0,q20,What year did the Georgetown experiment demonstrate fully automatic translation of Russian sentences into English?,The Georgetown experiment in 1954 involved fully automatic translation of more than sixty Russian sentences into English.,I don't know,0,0.15151515151515152,"['Natural language processing', 'Natural language processing', 'Transformer (deep learning)', 'Generative AI', 'Transformer (deep learning)']"
weaker_bi_encoder_fixed_1024_overlap_0,q21,What is the difference between how BERT and context-free models like Word2vec represent words?,"Context-free models like Word2vec generate a single word embedding representation for each word in the vocabulary, whereas BERT takes into account the context for each occurrence of a given word, providing a contextualized embedding that differs according to the sentence.",I don't know,0,0.0071174377224199285,"['BERT (language model)', 'BERT (language model)', 'BERT (language model)', 'Word embedding', 'BERT (language model)']"
weaker_bi_encoder_fixed_1024_overlap_0,q22,What limitation of word embeddings related to words with multiple meanings was addressed by contextual models like ELMo and BERT?,"One of the main limitations of static word embeddings is that words with multiple meanings (polysemy and homonymy) are conflated into a single representation. Contextually-meaningful embeddings like ELMo and BERT are at the token-level, so each occurrence of a word has its own embedding that reflects its context.",I don't know,0,0.006230529595015576,"['Word embedding', 'Word embedding', 'BERT (language model)', 'Word embedding', 'Recurrent neural network']"
weaker_bi_encoder_fixed_1024_overlap_0,q23,What benchmark dataset has been used to compare the performance of CNNs against humans in object classification?,"The ImageNet Large Scale Visual Recognition Challenge is a benchmark in object classification and detection, with millions of images and 1000 object classes. Performance of convolutional neural networks on the ImageNet tests is now close to that of humans.",I don't know,0,0.03773584905660377,"['Convolutional neural network', 'Convolutional neural network', 'Computer vision', 'Convolutional neural network', 'Deep learning']"
weaker_bi_encoder_fixed_1024_overlap_0,q24,What RNN architecture was introduced in 1997 to address the vanishing gradient problem and handle long-term dependencies?,"The long short-term memory (LSTM) architecture was introduced in 1997 to address the vanishing gradient problem, making it the standard RNN variant for handling long-term dependencies.",I don't know,0,0.052083333333333336,"['Recurrent neural network', 'Recurrent neural network', 'Transformer (deep learning)', 'Deep learning', 'Neural network (machine learning)']"
weaker_bi_encoder_fixed_1024_overlap_0,q25,What incident involving Google's LLM tool Bard demonstrated the problem of AI hallucinations and how much did it cost Google in stock value?,"When Google first demonstrated Bard, the LLM provided incorrect information about the James Webb Space Telescope, contributing to a $100 billion decline in Google's stock value.",I don't know,0,0.0972972972972973,"['Artificial intelligence', 'Generative AI', 'Generative AI', 'Large language model', 'GPT-4']"
weaker_bi_encoder_fixed_1024_overlap_0,q26,What is the name of the international AI safety report published in 2025 and who chaired the expert team?,The first International AI Safety Report was published by an international team of 96 experts chaired by Yoshua Bengio. The report was commissioned by 30 nations and the United Nations.,I don't know,0,0.11282051282051282,"['AI safety', 'AI safety', 'AI safety', 'Artificial intelligence', 'AI safety']"
weaker_bi_encoder_fixed_1024_overlap_0,q27,How does transfer learning differ from traditional machine learning in terms of the relationship between training and target tasks?,"Transfer learning reuses knowledge from source tasks to improve learning of target predictive functions, even when source and target domains or tasks differ. Traditional machine learning trains from scratch for each new task.",I don't know,0,0.042735042735042736,"['Transfer learning', 'Transfer learning', 'Transfer learning', 'Transfer learning', 'Machine learning']"
weaker_bi_encoder_fixed_1024_overlap_0,q28,What does the 'o' in GPT-4o stand for and what new modalities does it support?,"The 'o' in GPT-4o stands for 'omni'. It processes and generates outputs across text, audio, and image modalities in real time, with rapid response times comparable to human reaction in conversations.",GPT-4 is GPT-5,0,0.12745098039215685,"['GPT-4', 'GPT-4', 'GPT-4', 'GPT-4', 'GPT-4']"
weaker_bi_encoder_fixed_1024_overlap_0,q29,"What phenomenon causes AI image classifiers to pay attention to irrelevant features, and what example was discovered during the COVID-19 pandemic?","At the beginning of the 2020 COVID-19 pandemic, researchers used transparency tools to show that medical image classifiers were 'paying attention' to irrelevant hospital labels rather than medical features in the images.",I don't know,0,0.017543859649122806,"['AI safety', 'Convolutional neural network', 'Machine learning', 'Deep learning', 'AI safety']"
weaker_bi_encoder_fixed_1024_overlap_0,q30,What ethical concern about word embeddings was demonstrated by the analogy 'man is to computer programmer as woman is to homemaker'?,"Word embeddings trained on Google News texts showed disproportionate word associations reflecting gender and racial biases, with the analogy 'man is to computer programmer as woman is to homemaker' demonstrating that embeddings absorb and can amplify societal stereotypes from training data.",I don't know,0,0.006688963210702341,"['Word embedding', 'Word embedding', 'Word embedding', 'Word embedding', 'Word embedding']"
weaker_bi_encoder_fixed_1024_overlap_0,q31,"How do transformers handle long-range dependencies differently from recurrent neural networks, and why was this a breakthrough for natural language processing?","Transformers use self-attention mechanisms instead of recurrence, allowing them to model relationships between all positions in a sequence simultaneously and process tokens in parallel. This is different from RNNs which process sequentially and suffer from vanishing gradients for long sequences. The parallel processing also greatly improves training efficiency and scalability.",I don't know,0,0.0103359173126615,"['Transformer (deep learning)', 'Transformer (deep learning)', 'Recurrent neural network', 'Transformer (deep learning)', 'Transformer (deep learning)']"
weaker_bi_encoder_fixed_1024_overlap_0,q32,Explain how RAG systems can still produce incorrect information even when retrieving factually correct sources. Provide an example.,"RAG systems may retrieve factually correct but misleading sources, leading to errors in interpretation. For example, an AI-generated response stated 'The United States has had one Muslim president, Barack Hussein Obama' after retrieving content from an academic book rhetorically titled 'Barack Hussein Obama: America's First Muslim President?' -- the LLM did not understand the rhetorical context of the title, generating a false statement.",I don't know,0,0.0045662100456621,"['Retrieval-augmented generation', 'Retrieval-augmented generation', 'Retrieval-augmented generation', 'Retrieval-augmented generation', 'Retrieval-augmented generation']"
weaker_bi_encoder_fixed_1024_overlap_0,q33,"What trade-off exists between BERT's bidirectional training advantage and its ability to generate text, and how does this relate to its architecture?","BERT's bidirectional training allows it to learn context from both left and right sides simultaneously, giving deep contextual understanding. However, because it uses an encoder-only architecture without a decoder, BERT cannot be easily prompted and cannot generate text. Bidirectional models do not work effectively without the right side context, making them difficult to prompt. Naive attempts to use BERT for generation by masking out many tokens leads to dataset shift and degraded performance.",I don't know,0,0.007952286282306162,"['BERT (language model)', 'BERT (language model)', 'BERT (language model)', 'BERT (language model)', 'BERT (language model)']"
weaker_bi_encoder_fixed_1024_overlap_0,q34,"How might competitive dynamics between AI developers lead to safety risks, and what analogy has been drawn to historical geopolitical conflicts?","Some scholars have compared AI race dynamics to the cold war. In a 'race to the bottom' scenario, countries or companies race to build more capable AI systems and neglect safety, leading to catastrophic accidents. Allan Dafoe emphasized that if actors are competing with large returns to first-movers, they will be pressured to choose a sub-optimal level of caution. This is considered a structural or systemic risk factor rather than a simple misuse or accident.",I don't know,0,0.004291845493562232,"['AI safety', 'AI safety', 'AI safety', 'AI safety', 'AI safety']"
weaker_bi_encoder_fixed_1024_overlap_0,q35,How does the concept of 'model collapse' relate to the use of AI-generated content for training new AI models?,"If AI-generated content is included in new data crawls from the Internet for additional training of AI models, defects in the resulting models may occur. Training an AI model exclusively on the output of another AI model produces a lower-quality model. Repeating this process leads to progressive degradation and eventually results in 'model collapse' after multiple iterations.",I don't know,0,0.010416666666666666,"['Generative AI', 'Machine learning', 'Machine learning', 'Artificial intelligence', 'AI safety']"
weaker_bi_encoder_fixed_1024_overlap_0,q36,"Explain the relationship between fine-tuning, transfer learning, and catastrophic forgetting in the context of adapting pre-trained models.","Fine-tuning is a form of transfer learning where a pre-trained model is adapted to a new task through additional training. However, fine-tuning can degrade a model's robustness to distribution shifts. One mitigation is to linearly interpolate fine-tuned model weights with the original model weights, which can increase out-of-distribution performance while retaining in-distribution performance. The frozen layers approach preserves lower-level features while adapting higher-level ones.",I don't know,0,0.004048582995951417,"['Fine-tuning (deep learning)', 'Fine-tuning (deep learning)', 'Fine-tuning (deep learning)', 'Transfer learning', 'Transfer learning']"
weaker_bi_encoder_fixed_1024_overlap_0,q37,Why did the shift from symbolic NLP approaches to statistical and neural network methods represent a fundamental change in how language processing systems handle ambiguity and errors?,"Symbolic NLP relied on hand-written rules that needed to handle both rare and common cases equally, were costly to produce, and could not handle unfamiliar or erroneous input well. Statistical and neural network methods focus on the most common patterns from data, are more robust to unfamiliar and erroneous input, and improve with more data -- in contrast to rule-based systems that gain accuracy only by increasing rule complexity, leading to intractability. The statistical revolution was also driven by increased computational power and a decline in the dominance of Chomskyan linguistic theories.",I don't know,0,0.003316749585406302,"['Natural language processing', 'Natural language processing', 'Natural language processing', 'Natural language processing', 'Natural language processing']"
weaker_bi_encoder_fixed_1024_overlap_0,q38,"How do adversarial examples pose a threat to AI safety, and how does the problem extend beyond image classification to reward models used in training language models?","Adversarial examples are inputs intentionally designed to cause models to make mistakes, such as imperceptible perturbations to images causing misclassification. The threat extends to reward models: if a language model is trained for long enough to maximize a reward model's score, it will leverage the reward model's vulnerabilities to achieve higher scores while performing worse on the intended task. Any AI system used to evaluate another AI system must be adversarially robust, including monitoring tools that could be tampered with.",ML to be adversarial,0,0.014519056261343012,"['AI safety', 'Machine learning', 'AI safety', 'AI safety', 'AI safety']"
weaker_bi_encoder_fixed_1024_overlap_0,q39,"What evidence suggests that CNNs process visual information in a hierarchical manner similar to biological visual systems, and what inspired this architectural design?","In CNNs, earlier layers capture lower-level features while later layers discern high-level features. For image processing, lower layers typically identify simple local patterns such as edges and curves, with subsequent layers detecting more complex patterns like textures, and eventually whole objects. This hierarchical processing was inspired by biological neuroscience, specifically the primary visual cortex. The Neocognitron, developed in the 1970s by Kunihiko Fukushima, was an early example of computer vision taking direct inspiration from neurobiology.",I don't know,0,0.0071174377224199285,"['Convolutional neural network', 'Convolutional neural network', 'Convolutional neural network', 'Convolutional neural network', 'Computer vision']"
weaker_bi_encoder_fixed_1024_overlap_0,q40,"How do the concepts of in-context learning, few-shot prompting, and prompt sensitivity interact to affect the reliability of large language models?","In-context learning is a temporary, emergent ability of large language models that allows them to learn from examples provided in the prompt, scaling differently in larger models. Few-shot prompting provides examples in the prompt for the model to learn from. However, LLMs are highly sensitive to prompt formatting, structure, and linguistic properties -- with accuracy shifts of more than 40 percent from simply reordering examples, and up to 76 accuracy points across formatting changes. This sensitivity persists even with larger model sizes, additional examples, or instruction tuning, making prompt engineering unreliable without careful evaluation.",I don't know,0,0.009216589861751152,"['Prompt engineering', 'Prompt engineering', 'Prompt engineering', 'Large language model', 'Prompt engineering']"
